pdf_report_date,airport,category,subcategory,year,count
2021-06,ABE,,,2018,29
2021-06,ABE,Civil Rights,,2018,1
2021-06,ABE,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2018,1
2021-06,ABE,Customer Service,,2018,5
2021-06,ABE,Customer Service,Customer Service - Others,2018,1
2021-06,ABE,Customer Service,Customer Service - TSO,2018,4
2021-06,ABE,Locks,,2018,1
2021-06,ABE,Locks,Locks - Missing or Damaged Lock,2018,1
2021-06,ABE,Mishandling of Passenger Property,,2018,10
2021-06,ABE,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missing Items--Carry-on Luggage,2018,1
2021-06,ABE,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missing Items--Checked Baggage,2018,7
2021-06,ABE,Mishandling of Passenger Property,Mishandling of Passenger Property - Disarrayed Items--Carry-on or Checked,2018,2
2021-06,ABE,Patdown,,2018,2
2021-06,ABE,Patdown,Patdown - Flyer,2018,2
2021-06,ABE,Property - Special Handling,,2018,3
2021-06,ABE,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2018,2
2021-06,ABE,Property - Special Handling,Property - Special Handling - Missing Items - Checked,2018,1
2021-06,ABE,Screening,,2018,7
2021-06,ABE,Screening,Screening - Inconsistency,2018,1
2021-06,ABE,Screening,Screening - Lengthy Lines,2018,1
2021-06,ABE,Screening,Screening - Procedures/Process,2018,5
2021-06,ABE,,,2019,36
2021-06,ABE,Civil Rights,,2019,1
2021-06,ABE,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2019,1
2021-06,ABE,Customer Service,,2019,6
2021-06,ABE,Customer Service,Customer Service - Others,2019,3
2021-06,ABE,Customer Service,Customer Service - TSO,2019,3
2021-06,ABE,Locks,,2019,1
2021-06,ABE,Locks,Locks - Missing or Damaged Lock,2019,1
2021-06,ABE,Mishandling of Passenger Property,,2019,11
2021-06,ABE,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missing Items--Carry-on Luggage,2019,1
2021-06,ABE,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missing Items--Checked Baggage,2019,7
2021-06,ABE,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missing Items--Unspecified Luggage,2019,1
2021-06,ABE,Mishandling of Passenger Property,Mishandling of Passenger Property - Disarrayed Items--Carry-on or Checked,2019,2
2021-06,ABE,Patdown,,2019,1
2021-06,ABE,Patdown,Patdown - Children,2019,1
2021-06,ABE,Persons w/ Disabilities (PWD),,2019,3
