pdf_report_date,airport,category,subcategory,year,count
2022-03,ABE,,,2019,29
2022-03,ABE,Civil Rights,,2019,1
2022-03,ABE,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2019,1
2022-03,ABE,Customer Service,,2019,5
2022-03,ABE,Customer Service,Customer Service - Others,2019,3
2022-03,ABE,Customer Service,Customer Service - TSO,2019,2
2022-03,ABE,Locks,,2019,1
2022-03,ABE,Locks,Locks - Missing or Damaged Lock,2019,1
2022-03,ABE,Mishandling of Passenger Property,,2019,7
2022-03,ABE,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missing Items--Carry-on Luggage,2019,1
2022-03,ABE,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missing Items--Checked Baggage,2019,5
2022-03,ABE,Mishandling of Passenger Property,Mishandling of Passenger Property - Disarrayed Items--Carry-on or Checked,2019,1
2022-03,ABE,Patdown,,2019,1
2022-03,ABE,Patdown,Patdown - Children,2019,1
2022-03,ABE,Persons w/ Disabilities (PWD),,2019,3
2022-03,ABE,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Medically Necessary Medication and Medical Supplies,2019,1
2022-03,ABE,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Mobility Disability (Not Wheelchair or Scooter),2019,2
2022-03,ABE,Property - Special Handling,,2019,6
2022-03,ABE,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2019,2
2022-03,ABE,Property - Special Handling,Property - Special Handling - Missing Items - Carry-On,2019,1
2022-03,ABE,Property - Special Handling,Property - Special Handling - Missing Items - Checked,2019,3
2022-03,ABE,Screening,,2019,5
2022-03,ABE,Screening,Screening - Procedures/Process,2019,5
2022-03,ABE,,,2020,22
2022-03,ABE,Civil Rights,,2020,2
2022-03,ABE,Civil Rights,Civil Rights - Racial Profiling or Discrimina,2020,2
2022-03,ABE,Customer Service,,2020,2
2022-03,ABE,Customer Service,Customer Service - TSO,2020,2
2022-03,ABE,Locks,,2020,1
2022-03,ABE,Locks,Locks - Missing or Damaged Lock,2020,1
2022-03,ABE,Mishandling of Passenger Property,,2020,6
2022-03,ABE,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missin,2020,4
2022-03,ABE,Mishandling of Passenger Property,Mishandling of Passenger Property - Disa,2020,2
2022-03,ABE,Patdown,,2020,1
2022-03,ABE,Patdown,Patdown - Flyer,2020,1
2022-03,ABE,Property - Special Handling,,2020,4
2022-03,ABE,Property - Special Handling,Property - Special Handling - Damaged Ite,2020,2
2022-03,ABE,Property - Special Handling,Property - Special Handling - Missing Items - Carry-On,2020,1
2022-03,ABE,Property - Special Handling,Property - Special Handling - Missing Item,2020,1
2022-03,ABE,Screening,,2020,6
2022-03,ABE,Screening,Screening - Procedures/Process,2020,5
2022-03,ABE,Screening,Screening - Security Breach,2020,1
2022-03,ABE,,,2021,18
2022-03,ABE,Customer Service,,2021,1
2022-03,ABE,Customer Service,Customer Service - TSO,2021,1
2022-03,ABE,Expedited Passenger Screening Program,,2021,5
2022-03,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreCheck,2021,5
2022-03,ABE,Mishandling of Passenger Property,,2021,3
2022-03,ABE,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missin,2021,2
2022-03,ABE,Mishandling of Passenger Property,Mishandling of Passenger Property - Disarrayed Items--Carry-on or Checked,2021,1
2022-03,ABE,Patdown,,2021,1
2022-03,ABE,Patdown,Patdown - Flyer,2021,1
2022-03,ABE,Persons w/ Disabilities (PWD),,2021,2
2022-03,ABE,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Medical Devices - Attached to the Body,2021,1
2022-03,ABE,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Medically Necessary Medication and Medical Supplies,2021,1
2022-03,ABE,Property - Special Handling,,2021,2
2022-03,ABE,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2021,2
2022-03,ABE,Screening,,2021,4
2022-03,ABE,Screening,Screening - Lengthy Lines,2021,2
2022-03,ABE,Screening,Screening - Procedures/Process,2021,2
2022-03,ABE,,,2022,36
2022-03,ABE,Civil Rights,,2022,3
2022-03,ABE,Civil Rights,Civil Rights - Hair Patdowns,2022,1
2022-03,ABE,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2022,2
2022-03,ABE,Customer Service,,2022,3
2022-03,ABE,Customer Service,Customer Service - TSO,2022,3
2022-03,ABE,Expedited Passenger Screening Program,,2022,23
2022-03,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA Application Prog,2022,2
2022-03,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2022,21
2022-03,ABE,Patdown,,2022,2
2022-03,ABE,Patdown,Patdown - Flyer,2022,2
2022-03,ABE,Property - Special Handling,,2022,1
2022-03,ABE,Property - Special Handling,Property - Special Handling - Missing Item,2022,1
2022-03,ABE,Screening,,2022,4
2022-03,ABE,Screening,Screening - Inconsistency,2022,1
2022-03,ABE,Screening,Screening - Procedures/Process,2022,3
2022-03,ABI,,,2019,13
2022-03,ABI,Civil Rights,,2019,2
2022-03,ABI,Civil Rights,Civil Rights - Hair Patdowns,2019,1
2022-03,ABI,Civil Rights,Civil Rights - Screening of Religious or Cultural Garments,2019,1
2022-03,ABI,Customer Service,,2019,3
2022-03,ABI,Customer Service,Customer Service - Others,2019,3
2022-03,ABI,Human Capital,,2019,1
2022-03,ABI,Human Capital,Human Capital - Prospective Employment with TSA,2019,1
2022-03,ABI,Mishandling of Passenger Property,,2019,1
2022-03,ABI,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missing Items--Checked Baggage,2019,1
2022-03,ABI,Persons w/ Disabilities (PWD),,2019,3
2022-03,ABI,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Diabetes,2019,1
2022-03,ABI,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Diapers/Garments/Dressings/Masks,2019,1
2022-03,ABI,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Prosthesis/Amputees and Casts,2019,1
2022-03,ABI,Property - Special Handling,,2019,3
2022-03,ABI,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2019,1
2022-03,ABI,Property - Special Handling,Property - Special Handling - Missing Items - Checked,2019,2
2022-03,ABI,,,2020,12
