pdf_report_date,airport,category,subcategory,year,count
2024-03,ABE,,,2022,110
2024-03,ABE,Civil Rights,,2022,6
2024-03,ABE,Civil Rights,Civil Rights - Hair Patdowns,2022,2
2024-03,ABE,Civil Rights,Civil Rights - Race,2022,2
2024-03,ABE,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2022,2
2024-03,ABE,Customer Service,,2022,6
2024-03,ABE,Customer Service,Customer Service - Others,2022,1
2024-03,ABE,Customer Service,Customer Service - TSO,2022,5
2024-03,ABE,Expedited Passenger Screening Program,,2022,84
2024-03,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA Application Prog,2022,5
2024-03,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2022,79
2024-03,ABE,Hazardous Materials Safety,,2022,1
2024-03,ABE,Hazardous Materials Safety,Hazardous Materials Safety - General,2022,1
2024-03,ABE,Patdown,,2022,3
2024-03,ABE,Patdown,Patdown - Flyer,2022,3
2024-03,ABE,Persons w/ Disabilities (PWD),,2022,1
2024-03,ABE,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Diabetes,2022,1
2024-03,ABE,Property - Special Handling,,2022,2
2024-03,ABE,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2022,1
2024-03,ABE,Property - Special Handling,Property - Special Handling - Missing Item,2022,1
2024-03,ABE,Screening,,2022,7
2024-03,ABE,Screening,Screening - Inconsistency,2022,2
2024-03,ABE,Screening,Screening - Procedures/Process,2022,5
2024-03,ABE,,,2023,138
2024-03,ABE,Civil Rights,,2023,1
2024-03,ABE,Civil Rights,Civil Rights - Race,2023,1
2024-03,ABE,Customer Service,,2023,3
2024-03,ABE,Customer Service,Customer Service - TSO,2023,3
2024-03,ABE,Expedited Passenger Screening Program,,2023,122
2024-03,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2023,2
2024-03,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2023,6
2024-03,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2023,114
2024-03,ABE,Mishandling of Passenger Property,,2023,2
2024-03,ABE,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missing Items--Carry-on Luggage,2023,1
2024-03,ABE,Mishandling of Passenger Property,Mishandling of Passenger Property - Disarrayed Items--Carry-on or Checked,2023,1
2024-03,ABE,Patdown,,2023,4
2024-03,ABE,Patdown,Patdown - Flyer,2023,4
2024-03,ABE,Persons w/ Disabilities (PWD),,2023,2
2024-03,ABE,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Metal Implants (joint),2023,1
2024-03,ABE,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Wheelchair/ Scooter/ Segway,2023,1
2024-03,ABE,Screening,,2023,4
2024-03,ABE,Screening,Screening - Inconsistency,2023,1
2024-03,ABE,Screening,Screening - Procedures/Process,2023,3
2024-03,ABE,,,2024,68
2024-03,ABE,Customer Service,,2024,7
2024-03,ABE,Customer Service,Customer Service - TSO,2024,7
2024-03,ABE,Expedited Passenger Screening Program,,2024,55
2024-03,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA Application Program,2024,1
2024-03,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2024,54
2024-03,ABE,Patdown,,2024,2
2024-03,ABE,Patdown,Patdown - Flyer,2024,2
2024-03,ABE,Persons w/ Disabilities (PWD),,2024,2
2024-03,ABE,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Medical Devices - Attached to the Body,2024,1
2024-03,ABE,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Mobility Disability (No,2024,1
2024-03,ABE,Screening,,2024,2
2024-03,ABE,Screening,Screening - Procedures/Process,2024,2
2024-03,ABI,,,2022,16
2024-03,ABI,Civil Rights,,2022,1
2024-03,ABI,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2022,1
2024-03,ABI,Customer Service,,2022,1
2024-03,ABI,Customer Service,Customer Service - TSO,2022,1
2024-03,ABI,Expedited Passenger Screening Program,,2022,11
2024-03,ABI,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreCheck,2022,11
2024-03,ABI,Prohibited & Permitted Items,,2022,1
2024-03,ABI,Prohibited & Permitted Items,Prohibited & Permitted Items - Firearm/Ammunition,2022,1
2024-03,ABI,Property - Special Handling,,2022,1
2024-03,ABI,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2022,1
2024-03,ABI,Screening,,2022,1
2024-03,ABI,Screening,Screening - Inconsistency,2022,1
2024-03,ABI,,,2023,14
2024-03,ABI,Airline,,2023,1
2024-03,ABI,Airline,Airline - Policy/Regulations/Service,2023,1
2024-03,ABI,Customer Service,,2023,1
2024-03,ABI,Customer Service,Customer Service - TSO,2023,1
2024-03,ABI,Expedited Passenger Screening Program,,2023,11
2024-03,ABI,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2023,1
2024-03,ABI,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreC,2023,10
2024-03,ABI,Patdown,,2023,1
2024-03,ABI,Patdown,Patdown - Flyer,2023,1
2024-03,ABI,,,2024,15
2024-03,ABI,Customer Service,,2024,5
2024-03,ABI,Customer Service,Customer Service - TSO,2024,5
2024-03,ABI,Expedited Passenger Screening Program,,2024,8
2024-03,ABI,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2024,8
2024-03,ABI,Mishandling of Passenger Property,,2024,1
2024-03,ABI,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missing Items--Checked Baggage,2024,1
2024-03,ABI,Patdown,,2024,1
2024-03,ABI,Patdown,Patdown - Flyer,2024,1
2024-03,ABQ,,,2022,497
2024-03,ABQ,Civil Rights,,2022,11
2024-03,ABQ,Civil Rights,Civil Rights - Constitutional Rights,2022,1
2024-03,ABQ,Civil Rights,Civil Rights - National Origin,2022,1
2024-03,ABQ,Civil Rights,Civil Rights - Race,2022,3
2024-03,ABQ,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2022,3
2024-03,ABQ,Civil Rights,Civil Rights - Sex/Gender/Gender Identity- Not Transgender,2022,2
2024-03,ABQ,Civil Rights,Civil Rights - Transgender Screening,2022,1
2024-03,ABQ,Customer Service,,2022,30
2024-03,ABQ,Customer Service,Customer Service - TCC,2022,1
2024-03,ABQ,Customer Service,Customer Service - TSO,2022,29
2024-03,ABQ,Expedited Passenger Screening Program,,2022,371
2024-03,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program - Active Du,2022,1
2024-03,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program - DoD,2022,4
2024-03,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2022,22
2024-03,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2022,342
2024-03,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA/DHS Employees - Opt In,2022,2
2024-03,ABQ,Identification (ID) Requirements,,2022,1
2024-03,ABQ,Identification (ID) Requirements,Identification (ID) Requirements - Domest,2022,1
2024-03,ABQ,Locks,,2022,3
2024-03,ABQ,Locks,Locks - General,2022,1
2024-03,ABQ,Locks,Locks - Missing or Damaged Lock,2022,2
2024-03,ABQ,Mishandling of Passenger Property,,2022,16
