pdf_report_date,airport,category,subcategory,year,count
2023-08,ABE,,,2021,1
2023-08,ABE,Screening,,2021,1
2023-08,ABE,Screening,Screening - Procedures/Process,2021,1
2023-08,ABE,,,2022,110
2023-08,ABE,Civil Rights,,2022,6
2023-08,ABE,Civil Rights,Civil Rights - Hair Patdowns,2022,2
2023-08,ABE,Civil Rights,Civil Rights - Race,2022,2
2023-08,ABE,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2022,2
2023-08,ABE,Customer Service,,2022,6
2023-08,ABE,Customer Service,Customer Service - Others,2022,1
2023-08,ABE,Customer Service,Customer Service - TSO,2022,5
2023-08,ABE,Expedited Passenger Screening Program,,2022,84
2023-08,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA Application Prog,2022,5
2023-08,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2022,79
2023-08,ABE,Hazardous Materials Safety,,2022,1
2023-08,ABE,Hazardous Materials Safety,Hazardous Materials Safety - General,2022,1
2023-08,ABE,Patdown,,2022,3
2023-08,ABE,Patdown,Patdown - Flyer,2022,3
2023-08,ABE,Persons w/ Disabilities (PWD),,2022,1
2023-08,ABE,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Diabetes,2022,1
2023-08,ABE,Property - Special Handling,,2022,2
2023-08,ABE,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2022,1
2023-08,ABE,Property - Special Handling,Property - Special Handling - Missing Item,2022,1
2023-08,ABE,Screening,,2022,7
2023-08,ABE,Screening,Screening - Inconsistency,2022,2
2023-08,ABE,Screening,Screening - Procedures/Process,2022,5
2023-08,ABE,,,2023,121
2023-08,ABE,Civil Rights,,2023,1
2023-08,ABE,Civil Rights,Civil Rights - Race,2023,1
2023-08,ABE,Customer Service,,2023,2
2023-08,ABE,Customer Service,Customer Service - TSO,2023,2
2023-08,ABE,Expedited Passenger Screening Program,,2023,110
2023-08,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2023,1
2023-08,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2023,6
2023-08,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2023,103
2023-08,ABE,Mishandling of Passenger Property,,2023,1
2023-08,ABE,Mishandling of Passenger Property,Mishandling of Passenger Property - Disarrayed Items--Carry-on or Checked,2023,1
2023-08,ABE,Patdown,,2023,3
2023-08,ABE,Patdown,Patdown - Flyer,2023,3
2023-08,ABE,Persons w/ Disabilities (PWD),,2023,2
2023-08,ABE,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Metal Implants (joint),2023,1
2023-08,ABE,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Wheelchair/ Scooter/ Segway,2023,1
2023-08,ABE,Screening,,2023,2
2023-08,ABE,Screening,Screening - Procedures/Process,2023,2
2023-08,ABI,,,2022,16
2023-08,ABI,Civil Rights,,2022,1
2023-08,ABI,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2022,1
2023-08,ABI,Customer Service,,2022,1
2023-08,ABI,Customer Service,Customer Service - TSO,2022,1
2023-08,ABI,Expedited Passenger Screening Program,,2022,11
2023-08,ABI,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreCheck,2022,11
2023-08,ABI,Prohibited & Permitted Items,,2022,1
2023-08,ABI,Prohibited & Permitted Items,Prohibited & Permitted Items - Firearm/Ammunition,2022,1
2023-08,ABI,Property - Special Handling,,2022,1
2023-08,ABI,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2022,1
2023-08,ABI,Screening,,2022,1
2023-08,ABI,Screening,Screening - Inconsistency,2022,1
2023-08,ABI,,,2023,12
2023-08,ABI,Airline,,2023,1
2023-08,ABI,Airline,Airline - Policy/Regulations/Service,2023,1
2023-08,ABI,Customer Service,,2023,1
2023-08,ABI,Customer Service,Customer Service - TSO,2023,1
2023-08,ABI,Expedited Passenger Screening Program,,2023,9
2023-08,ABI,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2023,1
2023-08,ABI,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreC,2023,8
2023-08,ABI,Patdown,,2023,1
2023-08,ABI,Patdown,Patdown - Flyer,2023,1
2023-08,ABQ,,,2021,27
2023-08,ABQ,Customer Service,,2021,2
2023-08,ABQ,Customer Service,Customer Service - TSO,2021,2
2023-08,ABQ,Expedited Passenger Screening Program,,2021,17
2023-08,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreCheck,2021,17
2023-08,ABQ,Identification (ID) Requirements,,2021,1
2023-08,ABQ,Identification (ID) Requirements,Identification (ID) Requirements - Domestic,2021,1
2023-08,ABQ,Patdown,,2021,1
2023-08,ABQ,Patdown,Patdown - Flyer,2021,1
2023-08,ABQ,Persons w/ Disabilities (PWD),,2021,1
2023-08,ABQ,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Metal Implants (joint),2021,1
2023-08,ABQ,Prohibited & Permitted Items,,2021,1
2023-08,ABQ,Prohibited & Permitted Items,Prohibited & Permitted Items - General,2021,1
2023-08,ABQ,Property - Special Handling,,2021,1
2023-08,ABQ,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2021,1
2023-08,ABQ,Screening,,2021,3
2023-08,ABQ,Screening,Screening - Procedures/Process,2021,3
2023-08,ABQ,,,2022,497
2023-08,ABQ,Civil Rights,,2022,11
2023-08,ABQ,Civil Rights,Civil Rights - Constitutional Rights,2022,1
2023-08,ABQ,Civil Rights,Civil Rights - National Origin,2022,1
2023-08,ABQ,Civil Rights,Civil Rights - Race,2022,3
2023-08,ABQ,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2022,3
2023-08,ABQ,Civil Rights,Civil Rights - Sex/Gender/Gender Identity- Not Transgender,2022,2
2023-08,ABQ,Civil Rights,Civil Rights - Transgender Screening,2022,1
2023-08,ABQ,Customer Service,,2022,30
2023-08,ABQ,Customer Service,Customer Service - TCC,2022,1
2023-08,ABQ,Customer Service,Customer Service - TSO,2022,29
2023-08,ABQ,Expedited Passenger Screening Program,,2022,371
2023-08,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program - Active Du,2022,1
2023-08,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program - DoD,2022,4
2023-08,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2022,22
2023-08,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2022,342
