pdf_report_date,airport,category,subcategory,year,count
2023-01,ABE,,,2020,13
2023-01,ABE,Civil Rights,,2020,1
2023-01,ABE,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2020,1
2023-01,ABE,Customer Service,,2020,2
2023-01,ABE,Customer Service,Customer Service - TSO,2020,2
2023-01,ABE,Locks,,2020,1
2023-01,ABE,Locks,Locks - Missing or Damaged Lock,2020,1
2023-01,ABE,Mishandling of Passenger Property,,2020,3
2023-01,ABE,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missing Items--Checked Bag,2020,3
2023-01,ABE,Property - Special Handling,,2020,2
2023-01,ABE,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2020,1
2023-01,ABE,Property - Special Handling,Property - Special Handling - Missing Items - Carry-On,2020,1
2023-01,ABE,Screening,,2020,4
2023-01,ABE,Screening,Screening - Procedures/Process,2020,4
2023-01,ABE,,,2021,18
2023-01,ABE,Customer Service,,2021,1
2023-01,ABE,Customer Service,Customer Service - TSO,2021,1
2023-01,ABE,Expedited Passenger Screening Program,,2021,5
2023-01,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreCheck,2021,5
2023-01,ABE,Mishandling of Passenger Property,,2021,3
2023-01,ABE,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missin,2021,2
2023-01,ABE,Mishandling of Passenger Property,Mishandling of Passenger Property - Disarrayed Items--Carry-on or Checked,2021,1
2023-01,ABE,Patdown,,2021,1
2023-01,ABE,Patdown,Patdown - Flyer,2021,1
2023-01,ABE,Persons w/ Disabilities (PWD),,2021,2
2023-01,ABE,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Medical Devices - Attached to the Body,2021,1
2023-01,ABE,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Medically Necessary Medication and Medical Supplies,2021,1
2023-01,ABE,Property - Special Handling,,2021,2
2023-01,ABE,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2021,2
2023-01,ABE,Screening,,2021,4
2023-01,ABE,Screening,Screening - Lengthy Lines,2021,2
2023-01,ABE,Screening,Screening - Procedures/Process,2021,2
2023-01,ABE,,,2022,110
2023-01,ABE,Civil Rights,,2022,6
2023-01,ABE,Civil Rights,Civil Rights - Hair Patdowns,2022,2
2023-01,ABE,Civil Rights,Civil Rights - Race,2022,2
2023-01,ABE,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2022,2
2023-01,ABE,Customer Service,,2022,6
2023-01,ABE,Customer Service,Customer Service - Others,2022,1
2023-01,ABE,Customer Service,Customer Service - TSO,2022,5
2023-01,ABE,Expedited Passenger Screening Program,,2022,84
2023-01,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA Application Prog,2022,5
2023-01,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2022,79
2023-01,ABE,Hazardous Materials Safety,,2022,1
2023-01,ABE,Hazardous Materials Safety,Hazardous Materials Safety - General,2022,1
2023-01,ABE,Patdown,,2022,3
2023-01,ABE,Patdown,Patdown - Flyer,2022,3
2023-01,ABE,Persons w/ Disabilities (PWD),,2022,1
2023-01,ABE,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Diabetes,2022,1
2023-01,ABE,Property - Special Handling,,2022,2
2023-01,ABE,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2022,1
2023-01,ABE,Property - Special Handling,Property - Special Handling - Missing Item,2022,1
2023-01,ABE,Screening,,2022,7
2023-01,ABE,Screening,Screening - Inconsistency,2022,2
2023-01,ABE,Screening,Screening - Procedures/Process,2022,5
2023-01,ABE,,,2023,48
2023-01,ABE,Expedited Passenger Screening Program,,2023,46
2023-01,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2023,1
2023-01,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2023,1
2023-01,ABE,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2023,44
2023-01,ABE,Persons w/ Disabilities (PWD),,2023,1
2023-01,ABE,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Wheelchair/ Scooter/ Segway,2023,1
2023-01,ABE,Screening,,2023,1
2023-01,ABE,Screening,Screening - Procedures/Process,2023,1
2023-01,ABI,,,2020,6
2023-01,ABI,Customer Service,,2020,3
2023-01,ABI,Customer Service,Customer Service - TSO,2020,3
2023-01,ABI,Notice of Violation/Civil Penalties,,2020,1
2023-01,ABI,Notice of Violation/Civil Penalties,Notice of Violation/Civil Penalties - General,2020,1
2023-01,ABI,Property - Special Handling,,2020,1
2023-01,ABI,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2020,1
2023-01,ABI,Screening,,2020,1
2023-01,ABI,Screening,Screening - Procedures/Process,2020,1
2023-01,ABI,,,2021,13
2023-01,ABI,Civil Rights,,2021,1
2023-01,ABI,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2021,1
2023-01,ABI,Customer Service,,2021,1
2023-01,ABI,Customer Service,Customer Service - TSO,2021,1
2023-01,ABI,Expedited Passenger Screening Program,,2021,3
2023-01,ABI,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreCheck,2021,3
2023-01,ABI,Identification (ID) Requirements,,2021,1
2023-01,ABI,Identification (ID) Requirements,Identification (ID) Requirements - Domestic,2021,1
2023-01,ABI,Locks,,2021,1
2023-01,ABI,Locks,Locks - Missing or Damaged Lock,2021,1
2023-01,ABI,Mishandling of Passenger Property,,2021,1
2023-01,ABI,Mishandling of Passenger Property,Mishandling of Passenger Property - Dam,2021,1
2023-01,ABI,Screening,,2021,5
2023-01,ABI,Screening,Screening - Inconsistency,2021,1
2023-01,ABI,Screening,Screening - Lengthy Lines,2021,1
2023-01,ABI,Screening,Screening - Procedures/Process,2021,3
2023-01,ABI,,,2022,16
2023-01,ABI,Civil Rights,,2022,1
2023-01,ABI,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2022,1
2023-01,ABI,Customer Service,,2022,1
2023-01,ABI,Customer Service,Customer Service - TSO,2022,1
2023-01,ABI,Expedited Passenger Screening Program,,2022,11
2023-01,ABI,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreCheck,2022,11
2023-01,ABI,Prohibited & Permitted Items,,2022,1
2023-01,ABI,Prohibited & Permitted Items,Prohibited & Permitted Items - Firearm/Ammunition,2022,1
2023-01,ABI,Property - Special Handling,,2022,1
2023-01,ABI,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2022,1
2023-01,ABI,Screening,,2022,1
2023-01,ABI,Screening,Screening - Inconsistency,2022,1
2023-01,ABI,,,2023,5
2023-01,ABI,Customer Service,,2023,1
2023-01,ABI,Customer Service,Customer Service - TSO,2023,1
2023-01,ABI,Expedited Passenger Screening Program,,2023,4
2023-01,ABI,Expedited Passenger Screening Program,Expedited Passenger Screening Program,2023,1
2023-01,ABI,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreC,2023,3
2023-01,ABQ,,,2020,63
2023-01,ABQ,Civil Rights,,2020,2
2023-01,ABQ,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2020,2
2023-01,ABQ,Customer Service,,2020,4
2023-01,ABQ,Customer Service,Customer Service - TSO,2020,4
2023-01,ABQ,Locks,,2020,5
2023-01,ABQ,Locks,Locks - Missing or Damaged Lock,2020,5
2023-01,ABQ,Mishandling of Passenger Property,,2020,19
2023-01,ABQ,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missing Items--Checked Bag,2020,15
2023-01,ABQ,Mishandling of Passenger Property,Mishandling of Passenger Property - Disarrayed Items--Carry-on or Checked,2020,4
2023-01,ABQ,Patdown,,2020,1
2023-01,ABQ,Patdown,Patdown - Flyer,2020,1
2023-01,ABQ,Persons w/ Disabilities (PWD),,2020,3
2023-01,ABQ,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Diabetes,2020,2
2023-01,ABQ,Persons w/ Disabilities (PWD),Persons w/ Disabilities (PWD) - Respiratory and Inhaler Equipment,2020,1
2023-01,ABQ,Property - Special Handling,,2020,21
2023-01,ABQ,Property - Special Handling,Property - Special Handling - Damaged Items - Carry-On,2020,1
2023-01,ABQ,Property - Special Handling,Property - Special Handling - Damaged Items - Checked,2020,5
2023-01,ABQ,Property - Special Handling,Property - Special Handling - Missing Items - Checked,2020,15
2023-01,ABQ,Screening,,2020,8
2023-01,ABQ,Screening,Screening - Procedures/Process,2020,8
2023-01,ABQ,,,2021,147
2023-01,ABQ,Airline,,2021,1
2023-01,ABQ,Airline,Airline - Policy/Regulations/Service,2021,1
2023-01,ABQ,Civil Rights,,2021,3
2023-01,ABQ,Civil Rights,Civil Rights - Racial Profiling or Discrimination,2021,3
2023-01,ABQ,Customer Service,,2021,12
2023-01,ABQ,Customer Service,Customer Service - TSO,2021,12
2023-01,ABQ,Expedited Passenger Screening Program,,2021,74
2023-01,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA Application Program,2021,4
2023-01,ABQ,Expedited Passenger Screening Program,Expedited Passenger Screening Program - TSA PreCheck,2021,70
2023-01,ABQ,Identification (ID) Requirements,,2021,2
2023-01,ABQ,Identification (ID) Requirements,Identification (ID) Requirements - Domestic,2021,2
2023-01,ABQ,Locks,,2021,2
2023-01,ABQ,Locks,Locks - Missing or Damaged Lock,2021,2
2023-01,ABQ,Mishandling of Passenger Property,,2021,10
2023-01,ABQ,Mishandling of Passenger Property,Mishandling of Passenger Property - Damaged/Missin,2021,3
2023-01,ABQ,Mishandling of Passenger Property,Mishandling of Passenger Property - Dam,2021,6
2023-01,ABQ,Mishandling of Passenger Property,Mishandling of Passenger Property - Disa,2021,1
2023-01,ABQ,No Jurisdiction,,2021,1
