pdf_report_date,airport,category,subcategory,year,count
2019-04,ABE,,,2016,16
2019-04,ABE,Civil Rights,,2016,1
2019-04,ABE,Civil Rights,National Origin,2016,1
2019-04,ABE,Customer Service,,2016,1
2019-04,ABE,Customer Service,TSO,2016,1
2019-04,ABE,Identification (ID) Requirements,,2016,1
2019-04,ABE,Identification (ID) Requirements,Domestic,2016,1
2019-04,ABE,Locks,,2016,3
2019-04,ABE,Locks,Missing or Damaged Lock,2016,3
2019-04,ABE,Mishandling of Passenger Property,,2016,8
2019-04,ABE,Mishandling of Passenger Property,Damaged/Missing Items--Carry-on Luggage,2016,1
2019-04,ABE,Mishandling of Passenger Property,Damaged/Missing Items--Checked Baggage,2016,7
2019-04,ABE,Screening,,2016,2
2019-04,ABE,Screening,Procedures/Process,2016,2
2019-04,ABE,,,2017,28
2019-04,ABE,Customer Service,,2017,4
2019-04,ABE,Customer Service,Others,2017,1
2019-04,ABE,Customer Service,TSO,2017,3
2019-04,ABE,Locks,,2017,2
2019-04,ABE,Locks,Missing or Damaged Lock,2017,2
2019-04,ABE,Mishandling of Passenger Property,,2017,18
2019-04,ABE,Mishandling of Passenger Property,Damaged/Missing Items--Checked Baggage,2017,16
2019-04,ABE,Mishandling of Passenger Property,Disarrayed Items--Carry-on or Checked,2017,2
2019-04,ABE,Patdown,,2017,1
2019-04,ABE,Patdown,Flyer,2017,1
2019-04,ABE,Screening,,2017,3
2019-04,ABE,Screening,Inconsistency,2017,1
2019-04,ABE,Screening,Procedures/Process,2017,2
2019-04,ABE,,,2018,36
2019-04,ABE,Civil Rights,,2018,1
2019-04,ABE,Civil Rights,Racial Profiling or Discrimination,2018,1
2019-04,ABE,Customer Service,,2018,6
2019-04,ABE,Customer Service,Others,2018,1
2019-04,ABE,Customer Service,TSO,2018,5
2019-04,ABE,Locks,,2018,3
2019-04,ABE,Locks,Missing or Damaged Lock,2018,3
2019-04,ABE,Mishandling of Passenger Property,,2018,12
2019-04,ABE,Mishandling of Passenger Property,Damaged/Missing Items--Carry-on Luggage,2018,1
2019-04,ABE,Mishandling of Passenger Property,Damaged/Missing Items--Checked Baggage,2018,9
2019-04,ABE,Mishandling of Passenger Property,Disarrayed Items--Carry-on or Checked,2018,2
2019-04,ABE,Patdown,,2018,3
2019-04,ABE,Patdown,Flyer,2018,3
2019-04,ABE,Property - Special Handling,,2018,4
2019-04,ABE,Property - Special Handling,Damaged Items - Checked,2018,3
2019-04,ABE,Property - Special Handling,Missing Items - Checked,2018,1
2019-04,ABE,Screening,,2018,7
2019-04,ABE,Screening,Inconsistency,2018,1
2019-04,ABE,Screening,Lengthy Lines,2018,1
2019-04,ABE,Screening,Procedures/Process,2018,5
2019-04,ABE,,,2019,11
2019-04,ABE,Customer Service,,2019,2
2019-04,ABE,Customer Service,TSO,2019,2
2019-04,ABE,Locks,,2019,1
2019-04,ABE,Locks,Missing or Damaged Lock,2019,1
2019-04,ABE,Mishandling of Passenger Property,,2019,4
2019-04,ABE,Mishandling of Passenger Property,Damaged/Missing Items--Checked Baggage,2019,2
2019-04,ABE,Mishandling of Passenger Property,Damaged/Missing Items--Unspecified Luggage,2019,1
2019-04,ABE,Mishandling of Passenger Property,Disarrayed Items--Carry-on or Checked,2019,1
2019-04,ABE,Property - Special Handling,,2019,2
2019-04,ABE,Property - Special Handling,Missing Items - Carry-On,2019,1
2019-04,ABE,Property - Special Handling,Missing Items - Checked,2019,1
2019-04,ABE,Screening,,2019,2
2019-04,ABE,Screening,Inconsistency,2019,1
2019-04,ABE,Screening,Procedures/Process,2019,1
2019-04,ABI,,,2016,6
2019-04,ABI,Customer Service,,2016,1
2019-04,ABI,Customer Service,TSO,2016,1
2019-04,ABI,Mishandling of Passenger Property,,2016,3
2019-04,ABI,Mishandling of Passenger Property,Damaged/Missing Items--Checked Baggage,2016,3
2019-04,ABI,Screening,,2016,2
2019-04,ABI,Screening,Procedures/Process,2016,2
2019-04,ABI,,,2017,5
2019-04,ABI,Mishandling of Passenger Property,,2017,4
2019-04,ABI,Mishandling of Passenger Property,Damaged/Missing Items--Carry-on Luggage,2017,1
2019-04,ABI,Mishandling of Passenger Property,Damaged/Missing Items--Checked Baggage,2017,2
2019-04,ABI,Mishandling of Passenger Property,Disarrayed Items--Carry-on or Checked,2017,1
2019-04,ABI,Screening,,2017,1
2019-04,ABI,Screening,Procedures/Process,2017,1
2019-04,ABI,,,2018,9
2019-04,ABI,Civil Rights,,2018,1
2019-04,ABI,Civil Rights,Racial Profiling or Discrimination,2018,1
2019-04,ABI,Customer Service,,2018,2
2019-04,ABI,Customer Service,TSO,2018,2
2019-04,ABI,Mishandling of Passenger Property,,2018,2
2019-04,ABI,Mishandling of Passenger Property,Damaged/Missing Items--Carry-on Luggage,2018,1
2019-04,ABI,Mishandling of Passenger Property,Damaged/Missing Items--Checked Baggage,2018,1
2019-04,ABI,Property - Special Handling,,2018,2
2019-04,ABI,Property - Special Handling,Damaged Items - Checked,2018,1
2019-04,ABI,Property - Special Handling,Missing Items - Checked,2018,1
2019-04,ABI,Screening,,2018,2
2019-04,ABI,Screening,Inconsistency,2018,1
2019-04,ABI,Screening,Lengthy Lines,2018,1
2019-04,ABI,,,2019,10
2019-04,ABI,Customer Service,,2019,3
2019-04,ABI,Customer Service,Others,2019,1
2019-04,ABI,Customer Service,TSO,2019,2
2019-04,ABI,Mishandling of Passenger Property,,2019,1
2019-04,ABI,Mishandling of Passenger Property,Damaged/Missing Items--Checked Baggage,2019,1
2019-04,ABI,Persons w/ Disabilities (PWD),,2019,4
2019-04,ABI,Persons w/ Disabilities (PWD),Diabetes,2019,1
2019-04,ABI,Persons w/ Disabilities (PWD),Diapers/Garments/Dressings/Masks,2019,1
2019-04,ABI,Persons w/ Disabilities (PWD),Mobility Disability (Not Wheelchair or Scooter),2019,1
2019-04,ABI,Persons w/ Disabilities (PWD),Prosthesis/Amputees and Casts,2019,1
2019-04,ABI,Property - Special Handling,,2019,2
2019-04,ABI,Property - Special Handling,Damaged Items - Checked,2019,1
2019-04,ABI,Property - Special Handling,Missing Items - Checked,2019,1
2019-04,ABQ,,,2016,181
2019-04,ABQ,Civil Rights,,2016,6
2019-04,ABQ,Civil Rights,National Origin,2016,1
2019-04,ABQ,Civil Rights,Racial Profiling or Discrimination,2016,4
2019-04,ABQ,Civil Rights,Transgender Screening,2016,1
2019-04,ABQ,Customer Service,,2016,22
2019-04,ABQ,Customer Service,CSM,2016,1
2019-04,ABQ,Customer Service,Others,2016,3
2019-04,ABQ,Customer Service,TSO,2016,18
2019-04,ABQ,Identification (ID) Requirements,,2016,1
2019-04,ABQ,Identification (ID) Requirements,Domestic,2016,1
2019-04,ABQ,Locks,,2016,10
2019-04,ABQ,Locks,Missing or Damaged Lock,2016,10
2019-04,ABQ,Mishandling of Passenger Property,,2016,106
2019-04,ABQ,Mishandling of Passenger Property,Damaged/Missing Items--Carry-on Luggage,2016,3
2019-04,ABQ,Mishandling of Passenger Property,Damaged/Missing Items--Checked Baggage,2016,93
2019-04,ABQ,Mishandling of Passenger Property,Disarrayed Items--Carry-on or Checked,2016,10
2019-04,ABQ,Patdown,,2016,7
2019-04,ABQ,Patdown,Flyer,2016,7
2019-04,ABQ,Persons w/ Disabilities (PWD),,2016,5
2019-04,ABQ,Persons w/ Disabilities (PWD),Autism Spectrum,2016,1
2019-04,ABQ,Persons w/ Disabilities (PWD),Cognitive /Developmental /Mental Disability,2016,1
2019-04,ABQ,Persons w/ Disabilities (PWD),Medically Necessary Medication and Medical Supplies,2016,1
2019-04,ABQ,Persons w/ Disabilities (PWD),Mobility Disability (Not Wheelchair or Scooter),2016,2
2019-04,ABQ,Screening,,2016,24
2019-04,ABQ,Screening,Crew Member or Airline Employee,2016,1
2019-04,ABQ,Screening,Inconsistency,2016,3
2019-04,ABQ,Screening,Lengthy Lines,2016,3
2019-04,ABQ,Screening,Procedures/Process,2016,16
2019-04,ABQ,Screening,Retrieving Abandoned/Confiscated Items,2016,1
2019-04,ABQ,,,2017,254
2019-04,ABQ,Civil Rights,,2017,11
2019-04,ABQ,Civil Rights,Civil Rights Violation (TSA Employee),2017,1
2019-04,ABQ,Civil Rights,Hair Patdowns,2017,1
2019-04,ABQ,Civil Rights,Racial Profiling or Discrimination,2017,6
